usuario_id,idade,renda_familiar,regiao,tem_filhos,tipo_residencia,data_cadastro,frequencia_compra,preferencia_entrega,usa_assinatura
829,56,4102.58,Porto Alegre - RS,True,Casa,2024-05-13,Quinzenal,Agendada,False
830,29,3731.24,São Paulo - SP,True,Casa,2024-10-01,Quinzenal,Econômica,True
831,46,2829.05,Porto Alegre - RS,False,Apartamento,2024-11-04,Quinzenal,Agendada,True
832,44,11517.56,São Paulo - SP,False,Apartamento,2024-11-03,Semanal,Econômica,True
833,58,5773.13,Belo Horizonte - MG,True,Apartamento,2024-02-26,Mensal,Expressa,False
834,23,11992.44,Curitiba - PR,True,Apartamento,2024-12-27,Mensal,Agendada,True
835,42,4993.13,São Paulo - SP,False,Apartamento,2024-03-18,Quinzenal,Agendada,False
836,52,6632.97,Brasília - DF,True,Apartamento,2024-01-06,Semanal,Expressa,True
837,45,7448.01,Rio de Janeiro - RJ,True,Apartamento,2024-04-24,Semanal,Agendada,True
838,38,20982.32,São Paulo - SP,True,Apartamento,2024-11-20,Semanal,Expressa,False
839,33,3998.49,São Paulo - SP,True,Casa,2024-01-28,Semanal,Agendada,True
840,45,8337.68,São Paulo - SP,True,Apartamento,2024-08-18,Semanal,Econômica,False
841,30,9137.91,Porto Alegre - RS,True,Apartamento,2024-04-20,Quinzenal,Econômica,False
842,36,5179.11,São Paulo - SP,True,Casa,2024-01-17,Semanal,Expressa,False
843,31,4261.65,Belo Horizonte - MG,True,Casa,2024-10-08,Semanal,Agendada,True
844,40,5653.98,Rio de Janeiro - RJ,False,Apartamento,2024-01-10,Mensal,Expressa,True
845,38,5914.85,Belo Horizonte - MG,False,Apartamento,2024-10-28,Semanal,Econômica,False
846,47,11521.71,Belo Horizonte - MG,True,Apartamento,2024-04-10,Quinzenal,Expressa,False
847,48,2821.29,Curitiba - PR,False,Casa,2024-11-08,Quinzenal,Expressa,False
848,26,12597.75,Curitiba - PR,True,Apartamento,2024-04-19,Semanal,Agendada,True
849,38,6153.55,São Paulo - SP,False,Casa,2024-05-16,Semanal,Econômica,True
850,24,5823.79,Rio de Janeiro - RJ,True,Apartamento,2024-12-27,Semanal,Expressa,False
851,37,6676.97,São Paulo - SP,True,Casa,2024-01-24,Semanal,Expressa,True
852,21,8202.73,Rio de Janeiro - RJ,True,Casa,2024-07-10,Semanal,Econômica,False
853,36,6571.83,Belo Horizonte - MG,False,Apartamento,2024-06-14,Semanal,Econômica,True
854,22,4057.73,Brasília - DF,True,Casa,2024-12-25,Quinzenal,Agendada,True
855,31,2500.0,Rio de Janeiro - RJ,False,Apartamento,2024-03-29,Quinzenal,Agendada,True
856,51,2500.0,Curitiba - PR,True,Apartamento,2024-05-02,Mensal,Agendada,True
857,58,4227.47,Porto Alegre - RS,True,Apartamento,2024-08-06,Mensal,Econômica,False
858,34,3112.18,São Paulo - SP,True,Apartamento,2024-11-01,Semanal,Expressa,False
859,29,11428.39,Curitiba - PR,True,Casa,2024-05-08,Semanal,Expressa,False
860,38,16383.83,São Paulo - SP,False,Casa,2024-03-09,Quinzenal,Agendada,False
861,26,7804.12,Brasília - DF,True,Apartamento,2024-01-29,Semanal,Agendada,True
862,29,12593.93,São Paulo - SP,True,Casa,2024-02-10,Semanal,Econômica,True
863,34,10090.41,Porto Alegre - RS,True,Casa,2024-12-21,Semanal,Expressa,False
864,51,6237.88,Porto Alegre - RS,True,Casa,2024-02-10,Semanal,Expressa,False
865,21,8361.88,Porto Alegre - RS,False,Casa,2024-11-26,Quinzenal,Econômica,True
866,28,25000.0,Rio de Janeiro - RJ,True,Apartamento,2024-09-23,Semanal,Econômica,False
867,45,7636.31,São Paulo - SP,True,Casa,2024-05-10,Semanal,Expressa,False
868,21,7986.78,Curitiba - PR,True,Apartamento,2024-08-04,Semanal,Expressa,False
869,30,7239.09,Rio de Janeiro - RJ,True,Casa,2024-10-13,Quinzenal,Econômica,True
870,42,3805.74,São Paulo - SP,False,Apartamento,2024-09-04,Quinzenal,Agendada,False
871,26,3156.12,Curitiba - PR,True,Apartamento,2024-05-28,Semanal,Agendada,False
872,41,2544.51,Curitiba - PR,True,Apartamento,2024-10-24,Semanal,Expressa,False
873,50,3790.46,Belo Horizonte - MG,False,Casa,2024-08-23,Semanal,Econômica,True
874,39,7198.52,São Paulo - SP,True,Apartamento,2024-09-29,Semanal,Agendada,False
875,35,12746.24,Belo Horizonte - MG,False,Apartamento,2024-04-16,Semanal,Expressa,False
876,28,2500.0,Rio de Janeiro - RJ,False,Casa,2024-11-29,Quinzenal,Agendada,True
877,56,4429.33,Belo Horizonte - MG,False,Apartamento,2024-07-09,Semanal,Expressa,False
878,33,25000.0,Belo Horizonte - MG,True,Apartamento,2024-01-05,Mensal,Econômica,True
879,27,6550.41,Belo Horizonte - MG,True,Casa,2024-05-07,Semanal,Agendada,False
880,46,5148.98,Brasília - DF,True,Apartamento,2024-12-21,Semanal,Agendada,False
881,46,8986.63,Rio de Janeiro - RJ,True,Casa,2024-06-26,Semanal,Agendada,False
882,47,6481.17,São Paulo - SP,True,Apartamento,2024-04-22,Semanal,Econômica,False
883,45,8211.85,Porto Alegre - RS,True,Casa,2024-03-23,Quinzenal,Expressa,False
884,38,10127.69,São Paulo - SP,True,Apartamento,2024-01-02,Quinzenal,Econômica,False
885,34,12826.48,Brasília - DF,True,Casa,2024-05-24,Semanal,Agendada,True
886,43,2500.0,São Paulo - SP,True,Casa,2024-08-29,Semanal,Expressa,False
887,34,2500.0,Rio de Janeiro - RJ,False,Casa,2024-03-06,Mensal,Agendada,False
888,22,7895.4,São Paulo - SP,False,Apartamento,2024-04-24,Quinzenal,Expressa,False
889,46,5623.67,São Paulo - SP,False,Casa,2024-11-01,Quinzenal,Expressa,False
890,34,7137.02,São Paulo - SP,False,Apartamento,2024-12-19,Semanal,Expressa,True
891,31,5107.76,São Paulo - SP,True,Casa,2024-07-19,Semanal,Expressa,True
892,31,2500.0,São Paulo - SP,True,Apartamento,2024-01-05,Semanal,Agendada,True
893,30,6399.6,Curitiba - PR,True,Apartamento,2024-02-29,Semanal,Agendada,False
894,21,5456.45,São Paulo - SP,True,Casa,2024-01-07,Semanal,Agendada,False
895,61,3110.38,São Paulo - SP,False,Apartamento,2024-12-01,Semanal,Expressa,False
896,44,4679.95,Rio de Janeiro - RJ,True,Casa,2024-06-23,Semanal,Agendada,True
897,37,3733.25,Brasília - DF,True,Casa,2024-07-26,Semanal,Agendada,False
898,23,2800.37,Brasília - DF,True,Apartamento,2024-11-30,Semanal,Expressa,False
899,45,3664.11,Rio de Janeiro - RJ,True,Casa,2024-12-21,Mensal,Expressa,True
900,37,13204.67,Rio de Janeiro - RJ,False,Casa,2024-03-08,Semanal,Expressa,False
901,28,6480.33,São Paulo - SP,False,Apartamento,2024-04-08,Quinzenal,Expressa,False
902,30,5855.22,Rio de Janeiro - RJ,False,Apartamento,2024-07-08,Quinzenal,Econômica,False
903,46,8051.03,Belo Horizonte - MG,True,Casa,2024-12-12,Semanal,Expressa,False
904,36,9398.33,São Paulo - SP,True,Apartamento,2024-04-25,Semanal,Agendada,False
905,34,7901.07,São Paulo - SP,False,Apartamento,2024-03-13,Mensal,Expressa,True
906,54,6367.4,Belo Horizonte - MG,True,Casa,2024-09-10,Semanal,Econômica,True
907,62,9504.34,Brasília - DF,False,Casa,2024-07-15,Quinzenal,Econômica,False
908,49,2500.0,Belo Horizonte - MG,False,Casa,2024-06-04,Mensal,Expressa,False
909,47,7567.08,Porto Alegre - RS,False,Apartamento,2024-06-21,Mensal,Expressa,False
910,38,2572.67,São Paulo - SP,False,Apartamento,2024-10-15,Semanal,Expressa,True
911,38,2500.0,São Paulo - SP,True,Apartamento,2024-02-14,Quinzenal,Agendada,False
912,49,3310.45,Rio de Janeiro - RJ,True,Apartamento,2024-06-30,Semanal,Agendada,False
913,48,6348.85,São Paulo - SP,True,Apartamento,2024-01-04,Semanal,Expressa,False
914,48,5924.61,Curitiba - PR,False,Apartamento,2024-05-11,Semanal,Econômica,True
915,34,2716.98,São Paulo - SP,False,Apartamento,2024-09-05,Quinzenal,Expressa,True
916,28,4533.13,Porto Alegre - RS,False,Casa,2024-08-04,Quinzenal,Expressa,True
917,39,14700.59,Belo Horizonte - MG,True,Casa,2024-12-30,Semanal,Expressa,True
918,60,3637.35,Brasília - DF,True,Casa,2024-08-01,Quinzenal,Econômica,True
919,36,3489.05,Curitiba - PR,False,Casa,2024-02-01,Semanal,Expressa,False
920,47,4882.93,São Paulo - SP,True,Apartamento,2024-11-18,Semanal,Expressa,False
921,30,2988.01,Rio de Janeiro - RJ,True,Casa,2024-01-11,Semanal,Agendada,False
922,33,8129.83,São Paulo - SP,True,Apartamento,2024-03-20,Quinzenal,Expressa,True
923,24,6922.87,São Paulo - SP,False,Casa,2024-05-09,Semanal,Expressa,False
924,49,3927.6,São Paulo - SP,True,Apartamento,2024-03-04,Semanal,Agendada,True
925,36,5742.39,São Paulo - SP,True,Casa,2024-01-22,Quinzenal,Econômica,False
926,46,6150.15,Belo Horizonte - MG,True,Apartamento,2024-08-11,Semanal,Agendada,True
927,25,4052.65,Belo Horizonte - MG,False,Apartamento,2024-11-19,Mensal,Expressa,False
928,37,2591.68,Belo Horizonte - MG,True,Casa,2024-02-05,Semanal,Agendada,True
929,54,3092.42,Belo Horizonte - MG,True,Apartamento,2024-08-09,Quinzenal,Expressa,False
930,35,8051.86,São Paulo - SP,True,Apartamento,2024-09-24,Mensal,Expressa,True
931,48,3391.52,Porto Alegre - RS,True,Casa,2024-04-09,Mensal,Econômica,False
932,48,7627.89,São Paulo - SP,True,Apartamento,2024-06-10,Semanal,Expressa,True
933,41,4932.45,Rio de Janeiro - RJ,True,Apartamento,2024-09-07,Semanal,Econômica,False
934,36,10783.96,Rio de Janeiro - RJ,True,Casa,2024-10-05,Quinzenal,Expressa,True
935,21,2500.0,São Paulo - SP,True,Apartamento,2024-01-12,Semanal,Agendada,False
936,29,6353.94,São Paulo - SP,False,Apartamento,2024-01-25,Mensal,Expressa,False
937,34,7202.3,Brasília - DF,True,Apartamento,2024-06-19,Semanal,Agendada,True
938,35,5024.09,São Paulo - SP,True,Casa,2024-01-23,Quinzenal,Expressa,False
939,60,4757.31,Curitiba - PR,True,Apartamento,2024-11-20,Semanal,Expressa,True
940,40,2500.0,São Paulo - SP,True,Casa,2024-03-20,Semanal,Expressa,False
941,32,5038.17,São Paulo - SP,True,Apartamento,2024-06-09,Semanal,Expressa,True
942,50,6941.34,São Paulo - SP,True,Apartamento,2024-04-23,Semanal,Expressa,True
943,46,4916.99,São Paulo - SP,False,Apartamento,2024-06-12,Semanal,Agendada,False
944,30,3889.37,São Paulo - SP,False,Casa,2024-08-30,Semanal,Expressa,False
945,21,3714.09,Curitiba - PR,False,Apartamento,2024-11-05,Mensal,Econômica,True
946,35,9967.37,São Paulo - SP,True,Casa,2024-05-19,Quinzenal,Expressa,False
947,31,6354.42,Rio de Janeiro - RJ,True,Casa,2024-11-07,Semanal,Expressa,True
948,31,6726.93,Belo Horizonte - MG,False,Casa,2024-12-11,Semanal,Agendada,False
949,48,3300.12,Rio de Janeiro - RJ,True,Casa,2024-05-01,Semanal,Expressa,False
950,39,5153.33,Brasília - DF,True,Apartamento,2024-01-14,Semanal,Econômica,True
951,45,14194.96,São Paulo - SP,True,Apartamento,2024-10-19,Semanal,Agendada,False
952,47,5415.25,Rio de Janeiro - RJ,True,Casa,2024-09-08,Semanal,Econômica,False
953,43,5948.38,São Paulo - SP,False,Apartamento,2024-09-07,Semanal,Expressa,True
954,26,3601.65,Belo Horizonte - MG,False,Apartamento,2024-03-15,Semanal,Agendada,False
955,43,15066.33,São Paulo - SP,False,Apartamento,2024-02-28,Mensal,Expressa,False
956,49,11865.31,São Paulo - SP,True,Casa,2024-12-26,Mensal,Agendada,False
957,35,2500.0,Belo Horizonte - MG,True,Casa,2024-03-21,Semanal,Expressa,False
958,36,4835.08,São Paulo - SP,False,Casa,2024-11-29,Mensal,Expressa,False
959,33,15041.95,São Paulo - SP,False,Apartamento,2024-06-24,Mensal,Expressa,True
960,38,8641.95,Curitiba - PR,True,Apartamento,2024-04-29,Semanal,Agendada,True
961,36,2500.0,Rio de Janeiro - RJ,True,Casa,2024-07-12,Quinzenal,Econômica,True
962,36,12471.83,São Paulo - SP,True,Casa,2024-01-30,Quinzenal,Expressa,False
963,53,2500.0,Porto Alegre - RS,True,Casa,2024-01-14,Mensal,Expressa,True
964,54,6509.04,Rio de Janeiro - RJ,True,Apartamento,2024-09-10,Semanal,Agendada,False
965,30,5831.29,Brasília - DF,False,Casa,2024-03-31,Semanal,Econômica,False
966,60,3471.74,Rio de Janeiro - RJ,False,Apartamento,2024-06-06,Semanal,Expressa,False
967,21,16483.71,Curitiba - PR,False,Casa,2024-02-22,Quinzenal,Agendada,False
968,33,14671.16,São Paulo - SP,True,Casa,2024-03-15,Semanal,Econômica,True
969,30,10890.23,São Paulo - SP,False,Casa,2024-06-29,Mensal,Expressa,True
970,51,5145.81,São Paulo - SP,False,Casa,2024-05-15,Semanal,Expressa,False
971,29,19761.53,São Paulo - SP,True,Casa,2024-07-30,Mensal,Agendada,False
972,52,3476.14,Belo Horizonte - MG,True,Casa,2024-07-22,Quinzenal,Expressa,False
973,35,6379.45,Rio de Janeiro - RJ,True,Casa,2024-01-17,Mensal,Agendada,True
974,62,3403.39,Brasília - DF,True,Apartamento,2024-12-14,Mensal,Expressa,False
975,42,3537.18,Rio de Janeiro - RJ,True,Apartamento,2024-07-04,Semanal,Econômica,False
976,52,4035.15,Belo Horizonte - MG,True,Casa,2024-09-16,Mensal,Expressa,True
977,45,8772.32,Curitiba - PR,True,Apartamento,2024-04-10,Quinzenal,Econômica,False
978,27,10378.1,Belo Horizonte - MG,True,Apartamento,2024-09-18,Quinzenal,Expressa,True
979,47,10463.97,São Paulo - SP,False,Casa,2024-09-15,Semanal,Expressa,True
980,31,9948.31,São Paulo - SP,True,Apartamento,2024-02-24,Semanal,Agendada,False
981,58,25000.0,São Paulo - SP,True,Casa,2024-08-24,Mensal,Agendada,True
982,32,8364.13,Belo Horizonte - MG,False,Apartamento,2024-03-09,Semanal,Agendada,False
983,46,4244.64,Rio de Janeiro - RJ,True,Apartamento,2024-07-04,Semanal,Expressa,False
984,55,13681.1,São Paulo - SP,True,Casa,2024-11-04,Semanal,Expressa,True
985,46,4440.08,São Paulo - SP,True,Apartamento,2024-04-28,Quinzenal,Econômica,True
986,48,2500.0,Brasília - DF,True,Casa,2024-01-29,Semanal,Expressa,True
987,36,5502.59,Belo Horizonte - MG,True,Apartamento,2024-12-11,Semanal,Expressa,False
988,38,8801.58,São Paulo - SP,True,Apartamento,2024-06-19,Semanal,Expressa,False
989,58,8582.46,São Paulo - SP,True,Casa,2024-05-09,Semanal,Expressa,False
990,48,5523.14,São Paulo - SP,True,Casa,2024-10-09,Semanal,Agendada,True
991,47,5817.21,Belo Horizonte - MG,True,Apartamento,2024-03-22,Quinzenal,Econômica,False
992,35,4923.21,São Paulo - SP,True,Apartamento,2024-12-08,Quinzenal,Econômica,False
993,54,6075.27,Rio de Janeiro - RJ,False,Casa,2024-12-06,Semanal,Econômica,False
994,39,4949.78,Rio de Janeiro - RJ,True,Casa,2024-01-15,Mensal,Agendada,False
995,37,14436.05,São Paulo - SP,False,Casa,2024-05-13,Quinzenal,Agendada,False
996,36,2988.77,Belo Horizonte - MG,True,Casa,2024-02-10,Semanal,Expressa,True
997,30,7156.62,São Paulo - SP,False,Apartamento,2024-01-01,Quinzenal,Expressa,False
998,40,4765.0,São Paulo - SP,False,Apartamento,2024-03-15,Mensal,Expressa,False
999,45,3685.48,São Paulo - SP,False,Apartamento,2024-06-11,Semanal,Agendada,False
1000,59,3121.49,Rio de Janeiro - RJ,True,Apartamento,2024-07-21,Mensal,Expressa,True
1001,48,5757.27,Rio de Janeiro - RJ,False,Casa,2024-12-31,Semanal,Expressa,False
1002,35,3018.58,São Paulo - SP,True,Apartamento,2024-07-18,Mensal,Agendada,True
1003,27,2500.0,Rio de Janeiro - RJ,True,Apartamento,2024-03-29,Quinzenal,Expressa,True
1004,61,4154.54,São Paulo - SP,True,Apartamento,2024-01-21,Semanal,Agendada,False
1005,39,8365.84,Porto Alegre - RS,True,Casa,2024-05-08,Semanal,Expressa,False
1006,29,11338.35,Porto Alegre - RS,True,Apartamento,2024-06-12,Semanal,Expressa,True
1007,54,8525.45,Porto Alegre - RS,True,Apartamento,2024-12-20,Mensal,Expressa,True
1008,31,2567.94,Belo Horizonte - MG,True,Apartamento,2024-05-11,Semanal,Econômica,True
1009,20,19268.27,São Paulo - SP,True,Apartamento,2024-07-08,Semanal,Expressa,False
1010,34,8392.06,Brasília - DF,True,Apartamento,2024-12-26,Semanal,Expressa,False
1011,40,7745.24,Belo Horizonte - MG,True,Casa,2024-11-01,Quinzenal,Econômica,False
1012,47,9749.73,Rio de Janeiro - RJ,True,Apartamento,2024-10-06,Semanal,Expressa,True
1013,31,7912.54,Curitiba - PR,True,Casa,2024-08-08,Semanal,Agendada,False
1014,39,9758.12,São Paulo - SP,True,Apartamento,2024-03-25,Semanal,Econômica,True
1015,35,5339.9,Belo Horizonte - MG,True,Casa,2024-03-05,Semanal,Agendada,True
1016,49,2991.24,São Paulo - SP,True,Casa,2024-03-17,Quinzenal,Econômica,True
1017,25,3870.45,São Paulo - SP,False,Apartamento,2024-04-14,Quinzenal,Agendada,True
1018,49,6534.42,São Paulo - SP,True,Casa,2024-10-18,Semanal,Expressa,True
1019,33,5176.25,São Paulo - SP,True,Casa,2024-06-10,Semanal,Econômica,True
1020,44,4023.72,Belo Horizonte - MG,True,Apartamento,2024-12-09,Semanal,Expressa,False
1021,32,3142.23,Rio de Janeiro - RJ,True,Casa,2024-05-23,Quinzenal,Agendada,True
1022,59,3494.16,Rio de Janeiro - RJ,True,Casa,2024-08-31,Quinzenal,Expressa,True
1023,61,9332.49,Rio de Janeiro - RJ,False,Casa,2024-08-23,Quinzenal,Econômica,False
1024,47,2500.0,Rio de Janeiro - RJ,True,Casa,2024-01-11,Quinzenal,Agendada,False
1025,32,8883.97,Porto Alegre - RS,True,Casa,2024-10-28,Mensal,Agendada,False
1026,47,2562.09,Belo Horizonte - MG,True,Apartamento,2024-08-31,Semanal,Agendada,True
1027,33,5416.36,São Paulo - SP,True,Apartamento,2024-11-25,Quinzenal,Expressa,True
1028,27,5804.05,Belo Horizonte - MG,False,Casa,2024-04-19,Semanal,Agendada,False
1029,27,10048.92,Belo Horizonte - MG,False,Apartamento,2024-02-18,Semanal,Econômica,True
1030,44,9427.92,São Paulo - SP,True,Apartamento,2024-09-10,Semanal,Agendada,True
1031,27,6961.76,Rio de Janeiro - RJ,True,Casa,2024-12-15,Semanal,Expressa,True
1032,33,11984.87,Curitiba - PR,True,Casa,2024-03-04,Semanal,Agendada,False
1033,47,5723.23,Porto Alegre - RS,True,Apartamento,2024-12-16,Semanal,Agendada,True
1034,52,6227.51,Belo Horizonte - MG,True,Apartamento,2024-06-18,Semanal,Econômica,True
1035,33,15141.35,Belo Horizonte - MG,True,Apartamento,2024-05-14,Semanal,Expressa,False
1036,30,12981.57,Belo Horizonte - MG,False,Apartamento,2024-03-23,Semanal,Expressa,False
1037,38,2500.0,São Paulo - SP,True,Casa,2024-02-15,Semanal,Expressa,True
1038,38,5808.2,Belo Horizonte - MG,True,Casa,2024-04-29,Semanal,Expressa,False
1039,47,3891.26,Rio de Janeiro - RJ,True,Apartamento,2024-01-12,Semanal,Agendada,False
1040,34,6368.19,Rio de Janeiro - RJ,True,Apartamento,2024-07-09,Semanal,Agendada,False
1041,32,2500.0,São Paulo - SP,True,Apartamento,2024-07-20,Mensal,Expressa,False
1042,21,2500.0,Rio de Janeiro - RJ,False,Apartamento,2024-05-04,Quinzenal,Expressa,False
1043,36,5324.94,Belo Horizonte - MG,True,Casa,2024-02-14,Mensal,Expressa,False
1044,36,4232.93,Rio de Janeiro - RJ,True,Apartamento,2024-10-14,Quinzenal,Agendada,True
1045,40,4668.31,São Paulo - SP,False,Apartamento,2024-08-25,Semanal,Agendada,False
1046,27,2500.0,São Paulo - SP,False,Apartamento,2024-11-28,Semanal,Econômica,False
1047,44,8556.25,São Paulo - SP,True,Casa,2024-12-08,Quinzenal,Expressa,False
1048,60,16463.31,Curitiba - PR,False,Apartamento,2024-11-04,Mensal,Agendada,True
1049,39,3694.15,Belo Horizonte - MG,True,Casa,2024-08-27,Mensal,Expressa,False
1050,60,2893.98,Rio de Janeiro - RJ,True,Apartamento,2024-10-15,Semanal,Expressa,True
1051,37,7433.37,Rio de Janeiro - RJ,True,Casa,2024-03-31,Mensal,Expressa,True
1052,61,3171.76,São Paulo - SP,False,Casa,2024-09-10,Semanal,Econômica,False
1053,38,2500.0,Brasília - DF,False,Apartamento,2024-10-22,Semanal,Agendada,False
1054,27,9275.78,São Paulo - SP,False,Casa,2024-05-11,Mensal,Expressa,False
1055,30,3881.23,São Paulo - SP,False,Casa,2024-01-16,Quinzenal,Expressa,True
1056,35,4714.52,Rio de Janeiro - RJ,False,Apartamento,2024-05-31,Semanal,Expressa,True
1057,64,14400.97,São Paulo - SP,True,Casa,2024-03-18,Semanal,Expressa,False
1058,37,8462.36,São Paulo - SP,True,Casa,2024-08-29,Semanal,Agendada,False
1059,21,19719.47,Belo Horizonte - MG,True,Apartamento,2024-07-09,Quinzenal,Expressa,False
1060,40,13117.98,São Paulo - SP,True,Apartamento,2024-06-11,Semanal,Expressa,False
1061,34,4001.05,Rio de Janeiro - RJ,True,Apartamento,2024-11-28,Semanal,Agendada,False
1062,43,8272.49,Brasília - DF,True,Apartamento,2024-07-31,Mensal,Agendada,False
1063,42,3599.39,São Paulo - SP,True,Apartamento,2024-08-03,Semanal,Expressa,False
1064,49,13205.18,Belo Horizonte - MG,False,Apartamento,2024-01-15,Semanal,Agendada,False
1065,54,9488.27,São Paulo - SP,True,Casa,2024-09-16,Semanal,Agendada,True
1066,32,3373.65,São Paulo - SP,True,Casa,2024-08-19,Semanal,Agendada,False
1067,34,3699.0,São Paulo - SP,True,Apartamento,2024-04-12,Mensal,Expressa,False
1068,53,6357.67,São Paulo - SP,True,Apartamento,2024-03-26,Semanal,Expressa,False
1069,34,6643.39,Belo Horizonte - MG,True,Apartamento,2024-04-13,Semanal,Expressa,False
1070,35,6277.86,São Paulo - SP,True,Apartamento,2024-04-17,Semanal,Agendada,True
1071,38,5468.35,Rio de Janeiro - RJ,False,Casa,2024-06-18,Quinzenal,Expressa,True
1072,24,7585.87,São Paulo - SP,True,Casa,2024-02-12,Semanal,Expressa,False
1073,63,3220.46,Belo Horizonte - MG,False,Casa,2024-06-04,Mensal,Expressa,False
1074,29,2991.35,Porto Alegre - RS,True,Casa,2024-10-06,Semanal,Agendada,True
1075,32,4686.39,Belo Horizonte - MG,True,Apartamento,2024-09-27,Quinzenal,Expressa,False
1076,34,7715.5,São Paulo - SP,True,Apartamento,2024-06-19,Quinzenal,Agendada,False
1077,38,2750.33,Brasília - DF,False,Apartamento,2024-08-13,Quinzenal,Expressa,False
1078,43,2500.0,Belo Horizonte - MG,True,Apartamento,2024-06-09,Quinzenal,Agendada,True
1079,39,4378.79,Belo Horizonte - MG,True,Casa,2024-10-21,Semanal,Expressa,False
1080,60,4850.97,São Paulo - SP,True,Apartamento,2024-05-26,Semanal,Agendada,True
1081,40,6200.2,São Paulo - SP,True,Casa,2024-07-24,Semanal,Agendada,True
1082,55,12122.82,São Paulo - SP,True,Apartamento,2024-03-28,Quinzenal,Expressa,True
1083,37,9646.11,Belo Horizonte - MG,True,Apartamento,2024-06-23,Semanal,Agendada,True
1084,50,2500.0,São Paulo - SP,False,Apartamento,2024-07-31,Semanal,Agendada,True
1085,45,4015.64,São Paulo - SP,False,Apartamento,2024-05-14,Mensal,Expressa,False
1086,29,2500.0,Brasília - DF,False,Casa,2024-02-08,Quinzenal,Expressa,False
1087,22,5173.89,Brasília - DF,False,Casa,2024-01-10,Quinzenal,Expressa,False
1088,28,4577.92,Rio de Janeiro - RJ,False,Apartamento,2024-12-21,Semanal,Econômica,False
1089,50,2500.0,Porto Alegre - RS,True,Apartamento,2024-06-02,Mensal,Agendada,False
1090,60,3727.86,São Paulo - SP,False,Casa,2024-05-28,Mensal,Expressa,False
1091,34,3751.9,Belo Horizonte - MG,True,Apartamento,2024-09-11,Semanal,Agendada,True
1092,27,3288.7,São Paulo - SP,True,Apartamento,2024-10-04,Semanal,Econômica,True
1093,46,9759.26,São Paulo - SP,False,Apartamento,2024-04-05,Semanal,Expressa,False
1094,45,12956.77,Belo Horizonte - MG,False,Casa,2024-05-02,Quinzenal,Expressa,False
1095,39,6839.73,Rio de Janeiro - RJ,False,Apartamento,2024-08-21,Semanal,Expressa,True
1096,59,8013.65,Belo Horizonte - MG,False,Apartamento,2024-05-19,Quinzenal,Econômica,True
1097,39,2850.08,Porto Alegre - RS,True,Apartamento,2024-07-23,Semanal,Expressa,False
1098,26,2500.0,Belo Horizonte - MG,False,Casa,2024-03-10,Quinzenal,Econômica,False
1099,52,4261.81,Rio de Janeiro - RJ,False,Apartamento,2024-08-13,Quinzenal,Expressa,False
1100,27,4539.85,Curitiba - PR,False,Casa,2024-08-02,Semanal,Agendada,True
1101,63,6252.85,Brasília - DF,True,Apartamento,2024-04-18,Mensal,Agendada,False
1102,26,13806.44,Curitiba - PR,False,Casa,2024-05-02,Quinzenal,Expressa,True
1103,56,10603.61,Rio de Janeiro - RJ,True,Apartamento,2024-01-25,Quinzenal,Expressa,True
1104,50,12786.82,São Paulo - SP,True,Apartamento,2024-11-04,Semanal,Agendada,False
1105,48,3955.02,São Paulo - SP,True,Casa,2024-08-13,Semanal,Econômica,False
1106,38,5926.3,Curitiba - PR,True,Casa,2024-11-03,Semanal,Expressa,False
1107,57,2500.0,São Paulo - SP,False,Apartamento,2024-04-20,Semanal,Econômica,False
1108,60,5368.31,Rio de Janeiro - RJ,False,Apartamento,2024-04-11,Quinzenal,Agendada,False
1109,63,5400.21,São Paulo - SP,True,Casa,2024-04-11,Quinzenal,Expressa,False
1110,38,2967.48,Curitiba - PR,False,Apartamento,2024-12-11,Semanal,Agendada,False
1111,51,4719.49,Rio de Janeiro - RJ,True,Casa,2024-05-29,Semanal,Econômica,False
1112,33,3413.39,Belo Horizonte - MG,True,Apartamento,2024-02-04,Semanal,Expressa,True
1113,25,5220.83,Curitiba - PR,True,Casa,2024-11-05,Semanal,Expressa,True
1114,21,3111.9,São Paulo - SP,False,Casa,2024-07-30,Semanal,Expressa,False
1115,34,2814.01,Rio de Janeiro - RJ,False,Apartamento,2024-02-07,Quinzenal,Expressa,False
1116,26,6394.35,São Paulo - SP,True,Casa,2024-12-18,Semanal,Agendada,False
1117,20,3235.66,Rio de Janeiro - RJ,True,Casa,2024-04-12,Mensal,Agendada,True
1118,47,4619.84,São Paulo - SP,True,Apartamento,2024-12-18,Semanal,Expressa,False
1119,48,8391.68,Rio de Janeiro - RJ,False,Apartamento,2024-04-12,Mensal,Agendada,False
1120,25,4682.78,São Paulo - SP,True,Casa,2024-07-27,Semanal,Expressa,False
1121,34,3957.34,Rio de Janeiro - RJ,True,Casa,2024-01-28,Semanal,Expressa,False
1122,32,3302.21,São Paulo - SP,True,Casa,2024-05-27,Semanal,Agendada,False
1123,48,4712.86,Belo Horizonte - MG,True,Apartamento,2024-09-17,Semanal,Expressa,True
1124,36,2500.0,Belo Horizonte - MG,False,Casa,2024-02-05,Semanal,Expressa,False
1125,23,6938.92,Rio de Janeiro - RJ,True,Casa,2024-04-20,Quinzenal,Expressa,False
1126,32,6583.19,Curitiba - PR,True,Apartamento,2024-04-15,Mensal,Agendada,False
